MESSAGE	MSGID
Cannot Process Index ~p1 ~p2 , Build filer	3459
Enter ""*"" = ALL  or Individual FEP Directories 	3460
Advance positive int/div posting date	3461
Anticipated Earnings/Payout Checks	3462
Accrual adj amount exceeds maximum	3463
Anticipated earning check adjustment	3464
Proj maturity adj	3465
Anticipated Check Adj	3466
Deposit Account Computed Values	3467
Re-post selected. Deleting [STFHOST2] file!	3468
Booking fees already filed for ~p1	3469
Donor and recipient accounts do not have the same owner	3470
Account is not a donor account	3471
The system cannot accept message ~p1 while in 24x7 mode	3472
Unknown client ID: ~p1	3473
Conversion processed. Use reverse function.	3474
Segment ~p1 created	3475
Segment ~p1 modified	3476
Segment ~p1 deleted	3477
Future-dated maintenance capability is enabled for CIF, DEP, LN, ACNADDR, IRATYPE, SADDRCIF, and SADDRACN tables only	3478
File(s): 	3479
Brought current from DTNT:	3480
Changes made to multiple attributes	3481
Use the GCR Table Utility functions (GCR*) to maintain this table	3482
~p1 accounts removed from selection criteria	3483
Standing foreign payment	3484
Enhance payment order?	3485
Payment order verified?	3486
Delete payment order?	3487
Future-dated file maintenance	3488
Conversion not processed. Use delete function.	3489
Error in loading. Not processed.	3490
Totals by currency	3491
Currency	3492
Total number	3493
Rejected	3494
Modified	3495
New	3496
Invalid CIF for account number ~p1	3497
Branch code invalid for account	3498
Error in record # ~p1 offset # ~p2	3499
Amount held ~p1 day(s)	3500
Hold extended ~p1 day(s)	3501
Account Summary Data	3503
Event Related Fees	3504
Miscellaneous Trans Fees	3505
Service Fees	3506
Transaction Fees	3507
~p1 AS INVESTMENT ACCOUNT TO ~p2	3508
Investment Sweep Processing	3509
Deposit Sweep teller not set up in source table.	3510
Error in account, not processed	3511
Sweep from Investment ~p1	3512
Value has been shortened to ~p1	3513
Sweep transfer from ~p1	3514
Sweep transfer to ~p1	3515
Teaser Expiration Processing Error.	3516
Account is pledged as collateral	3517
WAIVE CHECK CHARGE	3518
Service Charge Date Bump	3519
Dormancy/Escheat Flag Set	3520
Statement Bump Date	3521
Automatic Integrity Check	3522
EFD by ~p1 on ~p2 deleted	3523
Invalid pledged account	3524
Fixed pledged amount and percent pledged cannot be combined	3525
 To: ~p1 	3526
Account is over-pledged as collateral	3527
EFT Record not found	3528
Electronic Funds Transfer Process	3529
Error processing EFT transaction	3530
Create deposit-secured loan hold through collateral creation	3531
Invalid History Sequence ~p1	3532
Invalid teller ID	3533
Update deposit-secured loan hold through collateral maintenance	3534
Invalid userclass for teller ~p1	3535
Delete deposit-secured loan hold through collateral deletion	3536
Pledged amounts exist	3537
REVERSAL 	3538
REVERSAL: G/L	3539
REVERSAL: Incorrect amount	3540
Accounts removed from Reverse All	3541
REVERSAL: Transaction previously error corrected	3542
REVERSE ~p1 ~p2	3543
Transaction previously reversed	3544
Account ~p1 will not be converted to EUR	3545
All selected accounts will not be converted to EUR	3546
All selected accounts will not be reversed from EUR	3547
~p1 accounts already scheduled for reversal	3548
Conversion to EUR requested for ~p1	3549
Reversal from EUR requested for ~p1	3550
Accounts removed from selection criteria ~p1	3551
Accounts removed from Convert All	3552
Query ~p1 selected ~p2 accounts	3553
Account ~p1 will convert to EUR effective ~p2	3554
~p1 will be converted to EUR effective ~p2	3555
~p1 accounts already scheduled for conversion	3556
EMU member flag = N	3557
Escheat Analysis Routine is replaced with the following warning:	3558
Incomplete query - ~p1	3559
Country limits for ~p1 have not been set up in user table CNTRYLIMIT	3560
No query definition found for ~p1	3561
No query entered in user table for ~p1	3562
No state defined for Branch ~p1	3563
Effective date must be later than or equal to ~p1	3564
Unnamed User	3565
Analysis completed for account ~p1	3566
Analysis not completed: 	3567
Escheat account error	3568
Invalid State	3569
No Branch Code	3570
No query for ~p1	3571
No State for Branch	3572
Mass deposit closeout transaction	3573
Account selected is not in escheat 	3574
Account selected is in escheat	3575
External Interface	3576
Mass deposit closeout offset transaction	3577
Not primary server	3578
Failover processing not complete	3579
Pay interest by check	3580
Transfer to segment ~p1	3581
Cannot process multiple backdated or error-corrected transactions to same account on same screen	3582
Segment renewal	3583
Card reversal message ~p1 already processed	3584
Card reversal ~p1 matched by original elements. Invalid auth code ~p2	3585
Unmatched card reversal message ~p1. Authorization code ~p2.	3586
Card messages	3587
Transaction ~p1 ~p2	3588
Card number ~p1	3589
Card transactions	3590
~p1. File totals do not match trailer.	3591
Invalid transaction code	3592
Selected ~p1 account(s)	3593
Input file header	3594
Record on file	3595
Total	3596
Not valid for function ~p1	3597
Must enter substitute account	3598
Must enter cost center for ~p1	3599
Rollover information added	3600
Print payment?	3601
Payment order upgraded?	3602
Cost center previously allocated	3603
Settlement currency option applies only to EMU member payment currencies	3604
Euro balancing	3605
Fatal integrity error detected	3606
Commission accrual	3607
Commission deferral	3608
Sequence must be greater than 1	3609
Transaction field must be a column from TTX or entry from STBLTSO/UTBLZTSO	3610
REPORT DEFINITION	3611
Ref Tran number must be between 1 and the current sequence	3612
Choose either table.column, TSO entry, function call, fixed value, or date	3613
Date must be in DDMMMYYYY or T+- format	3614
TABLE.COLUMN must be a valid table.column	3615
Transaction Set Sequence must contain CID, ETC, and TAMT	3616
Transaction Set fields modified	3617
Transaction Set fields not modified	3618
Support Data field modified	3619
Support Data field created	3620
Support Data field deleted	3621
Support Data field not modified	3622
Use EXTCRP for transaction sets	3623
Use EXTDRP for transaction sets	3624
TSO entry must have a transaction reference number	3625
No transaction set defined for transaction code ~p1	3626
Custom Transaction Source entries must begin with "Z"	3627
Must be two offsetting memo account transactions	3628
Effective dates must match	3629
Currency codes must match	3630
Memo account in deal- 	3631
Use either standard OR custom field	3632
Use standard field for sequences less than 1000	3633
Use custom field for sequences greater than 999	3634
Acronym must be a key from STBLTSO or UTBLZTSO	3635
Use the Commission Index functions (COMIND*) to maintain this table	3636
Date validation not performed	3637
TSO entry must be an entry from STBLTSO/UTBLZTSO	3638
Employer Benefit flag must be consistent with the product type	3639
Use @TRNSET02 or @TRNSET01 function to maintain UTBLTRNSET	3640
Institution type not valid for CIF type	3641
Record does not exist on secondary system	3642
Record does not exist on primary system	3643
Non-Business Date Calendar Inquiry	3644
Non-Business Date Calendar Maintenance	3645
The system is unable to resolve conflicts in product rule definitions	3646
Use the Expected Growth functions (EXPGRTH*) to maintain this table	3647
INVALID FUND TYPE OR INVESTMENT TYPE	3648
All batches have been stopped	3649
Year-end reset	3650
Event running	3651
~p1 records have been processed at 	3652
Event pending restart	3653
PROGRAM ABORT - ~p1	3654
File you have just created is a duplicate of the above.	3655
A duplicate file (~p1 records and $	3656
~p1 ~p2 was input on ~p3 - sequence number ~p4	3657
Currently running	3658
Invalid column name or Results ID	3659
Delete 	3660
Cannot change segmented account to non-segmented product	3661
Cannot change non-segmented account to segmented product	3662
Account History Inquiry	3663
~p1 Interest/Dividend	3664
~p1 Principal	3665
Next DECISION number should be ~p1	3666
Invalid default value ~p1	3667
Invalid list value ~p1	3668
Min value > Max value	3669
Default value < Min value	3670
Default value > Max value	3671
Insurance Reports	3672
Default value is not in the list	3673
Insurance Renewal Posting	3674
No Wash Acct	3675
No Wash Tran Code	3676
Escrow Account #~p1	3677
Retirement/Savings plan account auto-distribution posting	3678
Dayend post of Retirement/Savings plan account	3679
contribution code 	3680
distribution code 	3681
History seq ~p1	3682
Invalid rule ID ~p1	3683
Invalid column name for type ~p1	3684
Invalid market segment or segment ID	3685
Result set not created for column ~p1	3686
Rule sequence = ~p1 Results sequence = ~p2	3687
Parent segment or segment ID not allowed for segment 99	3688
EFFECTIVE 	3689
Parent segment should be ~p1	3690
Parent segment or ID not defined for ~p1, ~p2	3691
Prior Year Interest Update Option ([CUVAR]IPYADJ) modified	3692
RUN DATE: 	3693
T5 Earnings Form	3694
EUR Position Conversion for ~p1	3695
EUR Position Offset for ~p1	3696
Reverse IN currency for ~p1	3697
Offset Reversal for IN currency for ~p1	3698
~p1 not defined for product type ~p2	3699
Rollover transfer account required	3700
Changed to prior RID; no transfer file created	3701
RID not changed; transfer file not created	3702
Creating transfer file	3703
Amount exceeds total available balance of ~p1 by ~p2	3704
Use function @CUV001 to enter table list for Health Check	3705
MRPC ID/pgm	3706
Version number	3707
Input parameters	3708
Ordered list	3709
Variable load string	3710
Variable save string	3711
Log message indicator	3712
Ref num	3713
End balance	3714
Hist seq	3715
Misc 1	3716
Misc 2	3717
Branch	3718
Posting	3719
Account	3720
Trans	3721
Trace num	3722
Rate	3723
Base	3724
Multiply	3725
Cust	3726
Operand	3727
Eff date	3728
Val date	3729
Auth	3730
Qualifier	3731
Pay instr	3732
Comment	3733
Notes	3734
Register	3735
System base equiv amt	3736
Message	3737
Original reply	3738
Replicated reply	3739
Sign-off	3740
Sign-on	3741
Heartbeat	3742
Client Context	3743
Function calls/non-IBS specific	3744
Character Based	3745
Online	3746
Balloon amount cannot be greater than loan amount	3747
Teller not defined in CTBLINC for source ~p1	3748
Cannot create new segment. Account ~p1 must have a term defined.	3749
Withholding exceeds distributions (Member ~p1; RSP ~p2)	3750
~p1 = Customer number	3751
~p2 Retirement/Savings sequence number	3752
This is a Index File	3753
Table.column must have transaction reference number	3754
Payment tier must be zero or a positive whole number	3757
Percentage tier must be between 0 and 100	3758
Date must be expressed in the format of T, T+ or T-	3763
Error Posting Transactions.	3764
Table.column entries for transaction sets must use DEP,LN, CIF or TTX	3766
Date cannot be applied to this TTX transaction field	3768
Transaction array (TR) invalid	3772
Small balance threshold payoff	3773
~p1 is not a valid cash currency	3777
Future Amount: ~p1 ~p2 deleted	3779
Product default table must be deleted to remove product control table	3780
Error in transaction, not processed	3781
Temporary Value	3782
CO suppressed due to stop type ~p1	3783
Invalid card number ~p1	3784
Card status change file	3785
Interest/Dividend posting	3787
Column attributes must match between files	3788
Date 	3789
Delete non-replicated transaction file 	3790
Card message ~p1 has already been processed	3791
Job: 	3792
Node: 	3793
EFF - 	3794
Reprocess Exceptions	3795
Negative balance transfer	3796
Balance Option 	3797
Days Since LAST Customer Contact: 	3798
Days To Include In Analysis 	3799
Dollar Spread (BAL-Bal Option): 	3800
Kite Analysis - Query Conditions	3801
KITE SUSPECT IDENTIFICATION/ANALYSIS	3802
Percentage Spread (Bal Option/BAL*100): 	3803
entries except for those periods specified below	3804
Payment orders not permitted for account ~p1	3805
This function will purge all kite suspect period	3806
Payment orders not permitted for product type ~p1	3807
Error in job, no calculations made	3808
Loan Accrual Calculation	3809
Collection orders not permitted for account ~p1	3810
Collection orders not permitted for product type ~p1	3811
Loan Accrual Processing	3812
Approve Advance #~p1	3813
Primary file for query definition must be LN	3814
Add-on Amortization teller is not defined.	3815
Add-on Teller is not set up in user table.	3816
Amortization frequency undefined. Account not processed.	3817
Amortization method undefined. Account not processed.	3818
Amount Processed Equal to Zero	3819
Error in job, no posting done	3820
Payee Collection % of Bal Not Defined, Account Not Processed	3821
Payee Collection Rate Not Defined, Account Not Processed	3822
Posting Branch Not Defined	3823
Posting Offset Account Not Defined - Posting Halted for Plan ~p1	3824
Posting Tran Code Not Defined - Posting Halted for Plan ~p1	3825
TYPE ~p1 PAYEE ~p2 PLAN ~p3 CC ~p4	3826
Zero int/div rate. Not processed.	3827
Transactions cannot be processed against a segment with maturity date in the past	3828
Cannot locate required parameter	3829
Branch ~p1 is inactive	3830
Withdrawal Authorization Payment Action does not allow cash disbursement	3831
Change plan ~p1:~p2 ~p3	3832
Mod Amort TD ~p1	3833
Modify Orig Def ~p1	3834
 Disbursement schedules cannot be used with disbursement grace periods	3835
Cannot modify disbursement schedules while Interest on Disbursement Grace Days (LN.IDGP) is valued	3836
Expiration date cannot be modified if the disbursement schedule has expired	3837
Int/Div disbursement grace period cannot be null while disbursement records exist	3838
File maintenance to DEP.ODTERM prohibits processing of this transaction	3839
From: ~p1%	3840
Account has been purged	3841
Rate Change	3842
To: ~p1%	3843
Capitalize total interest due: ~p1	3844
Data extraction routine does not exist	3845
Account has not been archived	3846
Renewal code 6 is for pledged accounts only	3847
Account segment ~p1 has not renewed	3848
Decrease accrual on interest	3849
Decrease available interest	3850
Decrease positive accrual	3851
External account deleted	3852
Report grand totals	3853
By currency	3854
Deferred int/div posting adj: ~p1	3855
Partial renewal amount greater than account balance	3856
Defer Posting Int/Div Adjustments flag cannot be modified	3857
Interest/Dividend paid ~p1	3858
Compile extract program: Y	3859
Maturity Date	3860
Incomplete data reference	3861
File not in source file list	3862
Invalid rate change effective date for segment ~p1 with start date of ~p2	3863
Loan has not been disbursed. Close account by changing account status.	3864
Account must be closed prior to de-linking from a Retirement/Savings plan	3865
SWIFT message MT~p1 not supported	3866
TOTAL DUE	3867
ANNUAL PERCENTAGE RATE	3868
First character of quarter term must be 1,2,3 or 4	3869
~p1 account created: service ~p2 ID ~p3	3870
Credit Limit	3871
~p1 account deleted: service ~p2 ID ~p3	3872
KEYS#~p1,~p2,~p3	3873
Data item already mapped	3874
Transaction posted on a previous day, use a Reversal	3875
Auto Loan Disbursement Method required	3876
Auto Loan Disbursement Method not valid for plan	3877
Auto Loan Disbursement Account required	3878
Auto Loan Disbursement External Seq required	3879
Auto Loan Disbursement Check Type required	3880
Auto Loan Disbursement Account not required	3881
Auto Loan Disbursement External Seq not required	3882
Auto Loan Disbursement Check Type not required	3883
PAYMENT(S) DUE	3884
No lookup table defined for the source data item	3885
[FID]DI table lookup syntax not supported	3886
Constant access key required	3887
Archive and source data items have different lengths	3888
Archive and source data items have different types	3889
Please begin file name with letter Z	3890
Archive file does not exist	3891
Routine already exists	3892
BILL DATE ERROR	3893
Loan Account Billing	3894
Min Fin Chrg Type ~p1 Cost Ctr ~p2	3895
Minimum Finance Charge	3896
Bad Address	3897
Do not specify file name	3898
Beginning Balance	3899
Ending Balance	3900
Are forms lined up?	3901
Source data item required	3902
Archive data item required	3903
TOTAL BILLS PRINTED  	3904
SUBTOTALS FOR '~p1	3905
To use Subsidiary Processing, only loans with Interest Determination Point of 0 will be allowed.	3906
AMORTIZATION SCHEDULE  [ TYPE: ~p1  ~p2%  P&I: $~p3 ]	3907
Debit authorization blocked, inst-~p1, acct-~p2	3908
To use subsidiary processing, only loans with interest determination point of 0 will be allowed	3909
For int maturity option 5, renewal code must be 1, 2, or 4	3910
No advances	3911
Key column ~p1 must first be included in UTBLPRODAVCO table	3912
Employer CIF does not match duplicate plans	3913
Employer CIF required for plan	3914
Payment number	3915
TOTAL OF	3916
~p1 LOAN	3917
~p1 TERM 	3918
Debit authorization block deleted	3919
A calendar for country ~p1 already exists	3920
Withdraw authorization ~p1 already processed	3921
TOTAL FINANCE CHARGE  	3922
Delete prohibited. Column ~p1 used in product rule definitions or in low level defaults.	3923
Enter list of valid fields to re-key separated by commas (e.g., RECACCT,AMOUNT)	3924
~p1 MORTGAGE AMORTIZATION SCHEDULE  [ TYPE: 	3925
Collection Queue	3926
US/CAD format required	3927
Must be in US or Canadian format	3928
HALF-TIME ~p1 PAYDOWN	3929
Life expectancy table not found	3930
Cash flow page ~p1	3931
Net Investment Yield Calculator	3932
FREE FORM ENTRY ~p1 CALCULATOR	3933
NET INVESTMENT YIELD	3934
NET PRESENT VALUE	3935
No Change	3936
Current: 	3937
Transfer amount exceeds unbilled principal.	3938
Transfer from ~p1	3939
Transfer to ~p1	3940
NEW ACCOUNT	3941
Link ~p1, collateral ~p2	3942
Bump collateral review dates	3943
Account Locked - Not Converted	3944
Account type	3945
Manual Loan Conversion	3946
Start: ~p1	3947
Back Office Branch cannot be modified	3948
Late chrg pmts can only advance due date for amort loans	3949
Rate must fall between account minimum and maximum rates	3950
No primary accounts defined	3951
Now running reset against conversion completion file	3952
Reset loans in conversion completion file	3953
Reset single account	3954
Cannot define multiple primary accounts on one card	3955
NEW ACCOUNT	3956
NO LAST NAME	3957
Primary account is not a DDA account	3958
Account already linked to different card with same owner	3959
Action table has been updated	3960
Action Table Update	3961
No restrictions on Retirement/Savings plan	3962
Foreign key to ~p1 table. Cannot modify attributes.	3963
Error with Loan Conversion DAYEND	3964
Not Analyzed	3965
Escrow Account ~p1  Not Converted	3966
Coupon order created	3967
Coupon order deleted	3968
Coupon order modified	3969
Bump Coupon Re-order Dates	3970
  See daily exception report for detail	3971
Accounts not in the same currency	3972
CREATE FILE FOR CREDIT BUREAU UPDATE TAPE.	3973
Regulation D processing	3974
Total account errors  	3975
Total records on file are equal to 	3976
Total records processed equal 	3977
Fee for Insufficient Funds	3978
Matrix must reference segment data items	3979
Returned item for amount: ~p1	3980
The table used in the query must match the protected table ~p1	3981
Interest Maturity Option 5 requires the Interest Available Flag to be 2	3982
Selected tables not available for data transfer	3983
Age milestones are not in a progressive order	3984
Auto Loan Payment Due Method must be greater than 0 when Auto Loan Payment Account is defined	3985
Auto Loan Payment Account must be defined if Auto Loan Payment Due Method is specified	3986
Do not use Values Relating to Change in Available Interest if DEP.AIRDET=0	3987
Deferred interest processing not supported for segmented accounts	3988
Account ~p1 	3989
Interest disbursement option ~p1 not supported for segmented accounts	3990
Account Closing Transaction Codes not defined	3991
Amounts displayed in ~p1	3992
Totals displayed in ~p1	3993
Enter list of valid fields to re-key separated by commas (e.g., RECACCT,AMOUNT)	3994
Choose either sight verification or re-keying verification	3995
Withholding exceeds distributions (Member ~p1; RSP ~p2)	3996
Risk approved loan is not accruing interest	3997
Risk approved date must be entered as current system date	3998
Matrix must reference non segment data items	3999
Buy and Sell Currencies cannot be the same	4000
Overdraft limit requires overdraft term	4001
Overdraft term requires overdraft limit	4002
EMU member currencies exist. EMU currency must have a value.	4003
EMU currency not defined. EMU member currencies not allowed.	4004
Function can only be run with Suppressed status	4005
Could not generate replacement card number	4006
Run function @REP664 to view purged SWIFT records report	4007
Budget Year Teller not defined	4008
Fee to convert to fixed rate 	4009
Account Has No Balance - Account Not Reset	4010
Account Locked By Another User, Account Not Processed	4011
Error In Calculation - Account Not Reset	4012
Invalid Next Conversion Date	4013
Budget Create Teller not defined	4014
Index ~p1 is not valid for ~p2	4016
Int/Div next change date absent from record	4017
Int/Div rate not changed. No P&I recalculation.	4018
No Index In Account Record	4019
Unable to Recalculate Net Investment Yield	4020
Zero int/div rate. No recalculation.	4021
Brought current from BNDT: 	4022
Brought current from SCHND: 	4023
           This function will determine delinquencies and print reports 	4024
          for all loan types using the following delinquency categories:	4025
AT LEAST ~p1	4026
Deferred Excess Interest and Capitalized Interest flags cannot both contain a value	4027
~p1 Loan Delinquency Report	4028
SWIFT Address must be defined	4029
 To ~p1	4030
Update Delinquency Counters	4031
Bill for ~p1  already prepared.  Account reset.	4032
Int/Div change date in past	4033
Payment change date in past	4034
Reset Payment Calculation Date	4035
Reset Variable Rate Calculation Date	4036
Choose either sight verification or re-keying verification	4037
Product type ~p1 modified	4038
Product type ~p1 not modified	4039
Product type ~p1 deleted	4040
Product type ~p1 not deleted	4041
Int/Div Statements Require An Int/Div Posting Frequency	4042
Generate Int/Div Statement Must Be Set to "Y" When Print Int/Div Statement Is Set to "Y"	4043
Auto disb from ~p1	4044
Auto disb to ~p1	4045
Auto disb to G/L ~p1	4046
Account excluded from analysis	4047
Account has zero balance	4048
Account less than 1 year old, not analyzed	4049
Account less than 1 year old, produce coupons only	4050
Account locked by another user	4051
Analysis flag not set. No analysis conducted.	4052
For information only. The estimated current balance on the account is ~p1.	4053
Escrow to round not specified, payment not rounded	4054
Last remittance date is in the future	4055
New transfer payment less than zero	4056
Override plan in effect	4057
Payments elapsed exceeds 1 remittance period	4058
Remittance base equals zero	4059
Remittance next date is in the past	4060
Total new payment is less than current P&I 	4061
Total new transfer payment equals zero	4062
AMOUNT TO ROUND	4063
CALCULATED BALANCE	4064
ESCROW REQUIRED	4065
NET OVER/SHORT	4066
New internal bill	4067
OVER/SHORT PER PMT	4068
TOTAL TO SPREAD	4069
Account in analysis, Off-cycle analysis not conducted	4070
Analyze by Escrow Product Type	4071
Analyze by Escrow Transfer Payee	4072
Analyze by Loan Account	4073
Analyze by Loan Product Type	4074
Off-cycle Escrow Analysis	4075
Reduce ~p1  deficit	4076
MT900 Debit Threshold must be defined if Generate MT900="Y"	4077
MT910 Credit Threshold must be defined if Generate MT910="Y"	4078
~p1 Analysis deficit	4079
Analysis for Escrow ~p1 	4080
Escrow analysis summary for loan ~p1	4081
New ~p1 freq pmt dates.  Start: ~p2, Freq: ~p3	4082
Escrow Integrity Check	4083
~p1, Created ~p2 By ~p3: ~p4	4084
~p1 Restriction on escrow	4085
~p1 Restriction on loan	4086
Closed escrow account ~p1	4087
SWIFT MT320 message not created.  Could not find receiver's SWIFT address.	4088
Error in job, posting incomplete	4089
Restriction 010 on account 	4090
~p1 Posted	4091
Current 	4092
LUMP 	4093
SWIFT MT320 message not created.  Interest Accrual Calculation Method invalid.	4094
Not authorized.  Requires approval level of ~p1 or above.	4095
 - Detail	4096
Loan fee ~p1 added	4097
Loan fee ~p1 deleted	4098
Loan Fees	4099
Amount requested is above officer's override lending limit	4100
~p1 limit modified.	4101
Loan Integrity Check	4102
  Deferred	4103
  Interim	4104
  Permanent	4105
Convert from permanent status. Loan ~p1	4106
Convert to permanent status. Loan ~p1	4107
Convert from deferred status. Loan ~p1	4108
Convert from interim loan ~p1	4109
Convert to deferred status. Loan ~p1	4110
Convert to permanent loan ~p1	4111
Amount exceeds transaction code ~p1 maximum of ~p2	4112
Generate MT942 must be set to "Yes"	4113
A value must be entered in MT942 Generate Time 1	4114
Account Already Processed	4115
Account Not Processed	4116
Invalid Annual Rate Limit Next Change Date	4117
Invalid next int/div change date	4118
New int/div amount not defined. Account not reset.	4119
Answer yes to the following prompt if the account should continue to accrue using the new values specified on the next screen.	4120
Value must be greater than MT942 Generate Time 1	4121
Late Charge	4122
 Pool ~p1 Escrow	4123
 Pool ~p1 P&I	4124
INCD ~p1 Pool ~p2 GL Account missing	4125
Investor ~p1 ~p2 wash account closed	4126
Investor ~p1 ~p2 wash account number invalid	4127
Investor ~p1 ~p2 wash account number missing	4128
No transaction code found.	4129
Wash account teller not defined	4130
~p1, Loan #~p2	4131
Account Locked by Another User, Not Posted	4132
MIN. FIN. CHARGE TYPE ~p1  COST CTR~p2	4133
Minimum Finance Charge Not Posted to Account	4134
Minimum Finance charge teller is not defined.	4135
Teller is not set up in user table.	4136
 Number ~p1 of ~p2 ( ~p3 ) 	4137
Add dist 	4138
Remove distribution 	4139
~p1 payment added	4140
~p1 payment removed	4141
Field must be defined in 15 minute increments only	4142
Invalid SWIFT address	4143
Create disbursement schedule	4144
Delete disbursement schedule	4145
~p1 disb schedule added	4146
~p1 disb schedule removed	4147
Invalid message type requested	4148
New account ~p1	4149
Account in non-accrual, no amortization	4150
Amount Calculated Exceeds Loan Settlement Amount	4151
Net Fee Amortization teller is not defined.	4152
Net Fee Teller is not set up in user table.	4153
No amortization term specified, not processed	4154
Zero investment rate, not processed	4155
~p1 Net Fee Plan ~p2	4156
SWIFT MT320 message not created. Account must have Interest Next Posting Date.	4157
Original amount not specified.  SWIFT MT320 message cannot be created.	4158
Inconsistent match criteria DEP and LN tables	4159
Error starting SWIFT MT~p1 server	4160
~p1 New Loans, Plan ~p2	4161
Loan Points Amortization teller is not defined.	4162
Loan Points Teller is not set up in user table.	4163
Add new Net Fees ~p1	4164
Def Fees Added, Plan ~p1	4165
Def Fees Deleted, Plan ~p1	4166
Transaction exceeds maximum userclass limit	4167
Changes to "Risk Approved" are prohibited after value has been entered	4168
Invalid entry for Insurance Type ~p1 and Insurance Company ~p2	4169
SQL fetch or open command failed	4170
Scheduled Contribution Teller not defined	4171
Trans not processed. Funds not applied.	4172
Cannot generate SWIFT MT320 message for an ineligible product type	4173
Fixed principal amount cannot be used when interest is determined at payment	4174
~p1 messages exported to file ~p2	4175
No outgoing SWIFT messages match your selection	4176
Low Balance Calculation Method not within the Calculation Period	4177
Invalid Negative Interest Processing Option with O/D Limit processing (ROR Account)	4178
Low Balance Calculation Period and Method required for low balance	4179
Return item fee	4180
Return item fee waived for amount ~p1	4181
Return item restriction time exceeded for one or more return items	4182
Replay reply	4183
Must enter message transfer date if exporting by type	4184
Routine ~p1 did not execute properly. Please check the Standard Exception Report.	4185
Field must be defined in 15-minute increments only	4186
Only standing payment orders may have a priority status	4187
Number of overdrafts may not exceed 15	4188
Escrow type ~p1 not defined for this escrow account	4189
Credit limit change for account ~p1	4190
Withdrawal Limit may not be greater than Credit Limit	4191
Cannot calculate interest rate for discount loans	4192
If Lease Admin Fee tran codes not defined before setting Lease Security Processing flag to Y, General Purpose tran code used	4194
Specify % of Interest Earned if Lease Administrative Fee Method is 1, 2, 4, or 5	4195
AS OF ~p1  	4196
Invalid.  Date does not coincide with frequency.	4197
Specify % of Opening Bal/Int Rate if Lease Administrative Fee Method is 1, 2, 4, or 5	4198
Invalid Annual Payment Limit Next Change Date	4199
Invalid Next Change Net Investment Yield	4200
Invalid Next Payment Change Date	4201
New Payment Amount Not Defined - Account Not Reset	4202
Variable Payment Loan Change Date Reset	4203
Payoff Lockout Purge	4204
Second payment	4205
Third payment	4206
Fourth payment	4207
Interest/Dividend change	4208
master payment	4209
payment change	4210
re-amortization	4211
Calculated Remaining Term Equals Zero	4212
Loan Payment Change Offset Processing	4213
Negative Amortization Exceeds Maximum Per Payment	4214
Negative Amortization Not Allowed	4215
Recalculated Term Exceeds Maximum	4216
Unable To Process Account	4217
Specify Lease Administrative Fee Method if Lease Security Processing flag is set to Yes	4218
Lead institution investor record already linked to base loan	4219
~p1 bill, ~p2 - ~p3 to ~p4	4220
Account is not a valid lead account	4221
Principal Variance Not Posted to Account	4222
Principal variance teller is not defined.	4223
Account Closed - Account Not Reset	4224
Account Has No New Payment - Account Not Reset	4225
Invalid Next Reamortization Date	4226
Account is not within analysis offset period	4227
~p1 ~p2 Cancelled	4228
Loan Reports	4229
Compute Special Allowance Rates For SL	4230
Total number of CUSIPs in file: ~p1	4231
Total number of CUSIPs updated: ~p1	4232
Total number of Invalid CUSIPs: ~p1	4233
Total number of CUSIPs not on file: ~p1	4234
Compilation in progress. Please wait.	4235
Security Price not updated for CUSIP # ~p1	4236
Security Pricing Values Update	4237
No Security Price Value for CUSIP # ~p1	4238
Security Pricing Values Applied	4239
Next Due Date: ~p1	4240
Payment Frequency: ~p1	4241
~p1 pmt now due ~p2	4242
~p1 pmt record deleted	4243
Interest/Dividend method change	4244
P&I	4245
Invalid column expression ~p1	4246
Bill Record Maintenance Filer	4247
Interest/Dividend billed adjustment	4248
User ID ~p1 revoked	4249
~p1 Payment 	4250
~p1'~p2' - ~p3 to ~p4	4251
~p1 Lump Payment, ~p2 to ~p3	4252
Process not completed	4253
Unapplied Funds Posting	4254
Contra account and base loan must be in the same currency	4255
Current payment string: ~p1	4256
Negative Interest Application Option requires Uncollected Funds Interest Index	4257
Uncollected Funds Interest Index requires Negative Interest Application Option	4258
Wash account for investor pool and base loan must be in the same currency	4259
Escrow Account Verification	4260
Investor record not found for this account	4261
Negative Amortization Not Allowed - Account Not Adjusted	4262
Recalculated Term Exceeds Maximum - Account Not Adjusted	4263
Cannot disburse to investor. Insufficient credit for CBL account.	4264
Cannot remit to investor. Payment exceeds balance of CBL account.	4265
Cannot remit to investor. Payment exceeds interest due on CBL account.	4266
VMS privilege PRMMBX is required	4267
SWIFT_IN_1 mailbox does not exist	4268
SWIFT_OUT_1 mailbox does not exist	4269
SWIFT_EFT_1 mailbox does not exist	4270
Error closing SWIFT_IN_1 mailbox	4271
Error closing SWIFT_OUT_1 mailbox	4272
Error closing SWIFT_EFT_1 mailbox	4273
SWIFT_IN_1 mailbox successfully closed	4274
MLT End-Of-Day	4275
SWIFT_OUT_1 mailbox successfully closed	4276
SWIFT_EFT_1 mailbox successfully closed	4277
Invalid birth date	4278
Maximum Aggregate Draw Amount may not be less than the Loan Amount	4279
Purchase Threshold Amount is less than Redemption Threshold Amount	4280
Cannot enable Interest Reserve Processing if Commitment Billing is disabled	4281
